,Mkt-RF,SMB,HML,RMW,CMA,Mom,RF
2020-08-07,0.0028623348304294824,0.00769643308353059,0.008320494564079824,-0.003964538117877657,0.012035541383416889,5.957577813663951e-05,8e-05
2020-08-10,0.009361598959944926,-0.01177918374759923,-0.007969805621322282,-0.004179696731720397,0.007415244386175384,0.008079545111847044,8e-05
2020-08-11,0.002556419374279646,-0.02033136907921564,0.013873555312775919,-0.0005506094462951179,-0.004774116529119914,0.016526236007408414,8e-05
2020-08-12,-0.0008877793886588863,0.0075745592899141906,0.004797128796748352,-0.0015765134541522484,0.0015345283799216593,-0.0018277039143932616,8e-05
2020-08-13,-0.0031132443470714656,-0.01083502958732337,0.009475225270616516,0.00791783642870968,0.00240479053892777,0.0027022788629859156,8e-05
2020-08-14,-0.01724226388440913,-0.0016981232151414684,-0.005720510984669233,0.0014049131882083244,0.007046515128640861,0.014477497677269325,8e-05
2020-08-17,-0.008138130500736503,-0.009260904208474877,0.00789072704359954,-0.005021422172359696,-0.005011630159960472,-0.0011630348032306995,8e-05
2020-08-18,-0.00502766525151745,-0.014315843500640158,-0.009627405103557815,0.013333084796090479,0.006452640703894556,-0.01422981510756777,8e-05
2020-08-19,0.01318546671462699,0.004431701825638305,0.008212227507528579,0.0004451583206415584,-0.00338743182524161,0.023873077600434008,8e-05
2020-08-20,0.004623419474821536,0.006173241282421175,0.0017465540581417809,0.005481877731782278,-0.00811517442501168,-0.004867409107708505,8e-05
2020-08-21,-0.02065648186435281,-0.004512083205813755,0.0051792609798630524,-0.004157585552113314,0.0042448193558869834,0.002046316560312971,8e-05
2020-08-24,0.00438900763273754,-0.02062833833715928,-0.010380351450623663,0.0026418093942116635,0.007644550544734569,0.013016073363962396,8e-05
2020-08-25,-0.004120987364995799,-0.004269955586019862,-0.007855628580489441,0.002277769938002366,0.01542745384118411,-0.00639343294104322,8e-05
2020-08-26,-0.007623064003671505,0.003234432043220372,0.005575053964280463,-0.013127545044673072,-0.0072983515905412815,-0.010786547045443432,8e-05
2020-08-27,0.007840115466090414,-0.01173129255019303,-0.008335132038017806,0.01420692577322448,0.0040935181104847325,0.0030911102645231644,8e-05
2020-08-28,0.012871994269951411,0.0015668793582332451,0.004368856628892107,0.00913451122645783,-0.002558807462761198,-0.019423840377036282,8e-05
2020-08-31,0.011675361429394383,-2.2478793383964453e-05,-0.01210424025814221,-0.002680367213021914,0.004600152263144188,-0.0028669668455471226,8e-05
2020-09-01,-0.009570610278671662,0.004734331996808707,0.007833567914000012,-0.007615888183190988,-0.008922937307387503,0.0029954253074694647,8e-05
2020-09-02,-0.003210548510214575,0.0010566429473132261,-0.01089270983291658,0.002532931296624864,-0.007676618654191385,-0.0026694708650768055,8e-05
2020-09-03,0.004475161176842768,-0.007684551527052444,0.005170699439115708,0.000706883895900776,-0.004755248938998903,-0.016677960375043214,8e-05
2020-09-04,0.01220654152546831,0.00967257201331593,0.005830678402814007,0.0025896826399426057,0.0003737842740085071,0.017835957518244135,8e-05
2020-09-07,-0.005250090854143479,-0.0011682365842157602,-0.006070946365866174,0.0014410417733586275,-0.003946487599230133,0.0014389196934409291,8e-05
2020-09-08,-0.0017279077199658056,-0.00011843631607945489,0.005438239103762541,0.0036436869251414827,0.003854326063480518,0.016042673295379152,8e-05
2020-09-09,-0.012776019688072338,-0.007366143672585568,0.002543980370002004,0.010231139895742645,0.0060613677095474865,-0.002560398751984892,8e-05
2020-09-10,-0.01385447948896805,-0.003446258009532083,-0.004649576705734644,0.004076722435900523,0.0034974652474721347,-0.009380131798598403,8e-05
2020-09-11,0.010250309868730377,-0.006978421712215207,-0.008876992156685871,-0.007247588492369588,0.009612725837965208,0.0032609901228067583,8e-05
2020-09-14,0.016774880342849876,-0.0012835684793873839,-0.017463631225053212,0.009637939968987163,0.0023949597767320583,-0.002073658389610416,8e-05
2020-09-15,-0.00036412145896400614,0.013793667841138748,0.003346850425697243,0.01158430194441801,-0.007401380262041003,-0.012655376037904937,8e-05
2020-09-16,0.01254239477470429,-0.010875209143450852,-0.013883224942258495,0.022164397141584594,0.00808025908123004,0.01646762684666245,8e-05
2020-09-17,0.004839632300571609,-0.01280849118301393,0.0010580977949717738,-0.007764458232677186,-0.0037309374136359845,-0.006544972451833956,8e-05
2020-09-18,-0.0072414370552614914,0.011869362619948868,-0.0021710339447402415,0.001800174092051925,0.00536251099811342,-0.01994293023275125,8e-05
2020-09-21,0.0048367472661009665,-0.001574589417214929,0.006312284978943758,-0.014474690922322913,0.009342405299330638,0.01490982659353066,8e-05
2020-09-22,0.01895643879759163,-0.0052525819092793325,-0.0025184094954087775,0.003972044094654464,0.002640128064382395,-0.005247278173938856,8e-05
2020-09-23,7.008753068058155e-05,0.00841923749916861,-0.002765030077123822,-0.0037374020871674086,-0.009076952878987897,-0.006386062818771867,8e-05
2020-09-24,0.019275723869768075,-0.004744924317894913,0.006786836338594659,0.013564120563774672,-0.00560927299905875,-0.01911926345732971,8e-05
2020-09-25,-0.030936941249076935,0.014708077708375488,0.0032155222617570576,-0.005322304790130073,0.007836466801310815,0.019450356352566898,8e-05
2020-09-28,0.010362830052502686,0.005523406970714153,0.0030454036146450045,-0.011724281265770832,-0.0011147361138568984,-0.013884286459306562,8e-05
2020-09-29,0.0015445648188580547,-0.0038032912651656215,0.004423408308276735,-0.0031988461849176376,0.000377441209652995,0.0009429442877621488,8e-05
2020-09-30,-0.0030880882055904094,0.017358465706124027,-0.01362014910886395,-0.013728414398519963,0.004452946496981656,0.010338823547944844,8e-05
2020-10-01,0.0016011293184260277,-0.004745719384026707,0.007011098119882837,0.005357696181551171,0.00407793717248194,0.004938886263034067,8e-05
2020-10-02,-0.023350826975210712,0.006036762976074456,0.00571221914612242,-0.014355581323794244,0.0015727988743127641,-0.00035619743191410755,8e-05
2020-10-05,-0.0021360626540501432,0.0024943406432519355,-0.008950148157188474,0.00029920306828211217,-0.001352010227322795,-0.018418324441161576,8e-05
2020-10-06,0.004785350858140957,0.010513930315190384,-0.0019967242630678115,-0.014444682738993379,-0.0019760106743941437,-0.008606973193440124,8e-05
2020-10-07,0.018234728536898195,0.012592089573814821,-0.00015376558864868065,-0.0021420846317564937,0.0050473929517480575,0.002365803718467742,8e-05
2020-10-08,-0.0057192426192837695,0.000356033192526133,-0.0010104710596155941,0.011603647090631736,0.0032214171864067597,-0.00835891476985696,8e-05
2020-10-09,-0.00920192323471825,-0.005927342962769468,0.003204739699116812,0.0026245352400505644,-0.0016438000037067378,0.0025369540599864447,8e-05
2020-10-12,-0.005521084523014438,0.0037797771435129314,0.013082301036480651,-0.005944455234754537,0.006392673877958844,0.007799177496966558,8e-05
2020-10-13,0.01148482541242489,-0.005321722958016849,0.009935900549055458,-0.00011842442257358782,-0.0008742046907787027,0.010887531743801119,8e-05
2020-10-14,0.0044450133159162145,0.016207097980212984,-0.011609972740882655,0.00022611810431112612,-0.00520997304600636,-0.013187972935939516,8e-05
2020-10-15,-0.005857122445204466,0.0011922826486618996,0.005798629912754438,0.003408412420903839,-0.004653824193420069,0.024463106604768498,8e-05
2020-10-16,0.006659209197360273,-0.0028225724104968698,0.012160399875818685,-0.009468008542965785,-0.005972445017858596,0.008742272790095436,8e-05
2020-10-19,0.0016649305921764847,0.0015774424469192673,0.0036812766862028235,0.004247970916931315,-0.0017344600996221232,0.00028114430964029647,8e-05
2020-10-20,0.012123739886394671,-0.010677010316237573,0.010018823826673703,-0.01883074142121943,0.007302345670017158,0.012284902413843045,8e-05
2020-10-21,-0.007924637126528229,-0.007672912308085212,0.018310434011306883,-0.0043091918665466725,-0.004930571086183053,0.02631948549199971,8e-05
2020-10-22,-0.0034319457591732183,0.009703311263555402,0.009413385914962833,-0.003317916897160813,0.0010308545661086173,-0.015525921111625563,8e-05
2020-10-23,-0.0042052978375858915,-0.005155154231771166,0.0024437773607755594,0.00453328778249867,-0.0040401360737644795,-0.0021778890674048895,8e-05
2020-10-26,-0.01706217937758542,-0.008275287861455517,0.009605796266762782,0.000258415968738084,-0.0016618542476286254,-0.02586274825860661,8e-05
2020-10-27,0.004053443324774912,0.004393222020218289,0.0015039904978720207,-0.009738941376994008,-0.009160247271911512,0.002419166859128271,8e-05
2020-10-28,0.003632663266158672,0.009585633237303975,0.0004151273895645993,-0.006794951880719106,-0.0014232293749392244,0.0043193366611765475,8e-05
2020-10-29,0.0005613614797095307,0.005851626485320534,-0.0029627281214235925,0.0014907600668318483,-0.0012622322788297725,-0.00013078326987035375,8e-05
2020-10-30,-0.002315045600501763,0.00806838148644653,0.014270720229488974,-0.00045347139305189403,0.0031417276642141724,-0.006899869280981409,8e-05
2020-11-02,-0.01648444890460497,-0.005954360708555686,-0.007165857993478012,-0.003953868767450225,0.0012396854795322233,-0.022244659678071575,8e-05
2020-11-03,-0.004547743873184308,-0.01127448533393475,0.013991309522103043,-0.0032658365265838558,-0.007290352749712272,0.0044088705175294556,8e-05
2020-11-04,-0.0036125741983212335,0.012110669215643894,0.004698777113663341,0.004973175980115024,0.006405189464261256,0.016309779323068575,8e-05
2020-11-05,-0.009127327230659427,-0.0024814387107370862,-0.012393755573217473,-0.0035238480100845027,0.0011618182413319722,-0.006201203013067752,8e-05
2020-11-06,-0.0014354285399921097,-0.0019066641316403787,0.003508843636922794,-0.0005166387082035129,0.00109036110306492,0.005140659219254595,8e-05
2020-11-09,0.005348610281774462,0.010725553134792462,-0.018700238568864616,0.0152895561165638,-0.00015509412031083363,-0.016949587447620554,8e-05
2020-11-10,0.02313423081452636,0.00454984007520528,0.005829572151479321,-0.009865778458187462,-0.0032065446833333183,0.005329343700617652,8e-05
2020-11-11,0.0025949337539820675,0.003747102176652861,0.00816708334690092,-0.012862899121022611,0.0012068140384923565,-0.004027205275191227,8e-05
2020-11-12,0.0035906046886731726,0.01742001875920867,-0.005131203600868482,0.0055851276535902475,0.0027535306155714945,-0.008086597456632058,8e-05
2020-11-13,-0.00039335098919400654,-0.005048145843041144,0.0013119292636002411,-0.004650501429058722,-0.010581374148073329,-0.008064000053377436,8e-05
2020-11-16,-0.0225252545835885,0.007522721024649898,0.017787416903752573,-0.0021276626941983423,-0.003332565024076574,-0.004029727402363109,8e-05
2020-11-17,0.00018183349460939744,0.000556104999176676,-0.0043517203383574305,-0.005368094646917799,-0.001629681822421536,0.004506766472617889,8e-05
2020-11-18,0.0012227625192923171,0.0022487382309060553,-0.009330168283509403,-0.0017186009853725876,0.0014370236341656687,-0.014133795213150694,8e-05
2020-11-19,0.030058905349823434,0.012327747411300253,0.013534970622163389,0.01128976678467439,0.007059866035562756,-0.004068268647246381,8e-05
2020-11-20,-0.0018083315773734705,0.004162686050316991,0.01786328471477715,0.005714899210326836,-0.004730444887580694,-0.00015618955799062435,8e-05
2020-11-23,0.00411856810800335,0.004406368632397064,0.00023326104663062594,0.00613556458320884,-0.003087771080907052,-0.011789431469850451,8e-05
2020-11-24,8.345876353708025e-05,0.008680058698478417,0.009303167318675205,-0.00981358939054852,-0.0031752046638793005,0.02006331721842519,8e-05
2020-11-25,-0.013524136451434384,-0.002819621836343083,0.01227328323977793,-0.007958076155870086,-0.00490916554062725,-0.009088450280674757,8e-05
2020-11-26,0.014213873774180248,-0.006613677338712051,-0.006482358092845456,-0.01977355061639799,-0.0021831189706735745,-0.007063806049968395,8e-05
2020-11-27,0.009523196392241291,-0.00825847355216827,-0.004167752518310815,-0.005565665747579278,0.004524813319927827,-0.010461387448047477,8e-05
2020-11-30,0.009992383364516563,-0.015630852715008015,0.011277870618392614,0.00679692230469961,-0.006423012972186074,0.020083280958519294,8e-05
2020-12-01,-0.010412649457536867,0.01654965703952258,0.015365128508376584,0.0037186256102385963,0.0024668863709174193,0.006381957514594297,8e-05
2020-12-02,0.01733353173123319,-0.008725666925773467,0.0052659277415691924,-0.0014505928406648673,-0.010311413380110013,-0.010002512068680063,8e-05
2020-12-03,-0.01632221275350737,-0.001670028988686176,-0.007718329181518488,-5.610198602637135e-05,-0.0034680279786532355,0.012468547147459656,8e-05
2020-12-04,0.007542285125603244,-0.0021145063991113654,0.01808355000529497,-0.004722198798027839,-0.002076935801307916,0.002507685637177661,8e-05
2020-12-07,0.026785467509719742,0.0025592535824728057,-0.00457873808030768,0.0015333121768124891,0.00994915803748439,0.0031297876322265183,8e-05
2020-12-08,-0.01138643590156826,0.006625897700314375,-0.0028162400305430657,0.005461147956364304,-0.0017488138285161282,-0.0034892492962769793,8e-05
2020-12-09,-0.006295572755233262,0.006983787906877963,0.003281040510406593,-0.01121120751187331,-0.013307460840705509,-0.007943575856526707,8e-05
2020-12-10,0.0016958163810516947,-0.004564619508551507,0.014187443786432967,0.002197533814861437,-0.0120933334411675,0.004015427089600615,8e-05
2020-12-11,-0.0055417078493943915,-0.0012369737102912919,0.007885783788970013,0.006627044096682671,0.00010417751808008593,-0.005695959529951494,8e-05
2020-12-14,-0.01810796117279359,0.002360639603906397,0.003933789503257194,-0.002805702022743587,0.003582625134739452,0.020284311925326152,8e-05
2020-12-15,0.001322755697672328,-0.0018895290094683764,0.004369596771062956,0.005004904284844086,0.002152735145763517,-0.013662202157674145,8e-05
2020-12-16,-0.012247644564713259,0.01295876460815994,0.0005916320177911947,0.019802581111307872,0.0009054206348059418,0.017197724501404398,8e-05
2020-12-17,0.006183109167622179,0.004027799613106011,0.005223255630666556,-0.0006303995509082434,0.006873557585034001,-0.0009245073367758075,8e-05
2020-12-18,-0.010533090810805638,0.00597902228839854,-0.022566040699248727,0.0028531493500372654,-0.0033375473244227896,0.0035899430742321646,8e-05
2020-12-21,0.019099212860210473,0.005403050149339302,-0.002469467131628185,-0.005066399585629741,0.005269463336160951,0.00946473543292378,8e-05
2020-12-22,-0.008899039508034844,0.009487790859882599,0.002371897414251029,0.0013687581382143528,-0.009892089310158503,-0.006632742245048799,8e-05
2020-12-23,-0.003364738194468107,0.0015481724696296557,-0.010159126752575562,0.0033219013748761266,-0.005529686997628398,0.009806732231685001,8e-05
2020-12-24,0.010262206608436037,-0.010274655583646774,0.0036769098603040397,0.0014638963818909665,-0.010942248369590898,-0.029482982409192945,8e-05
2020-12-25,-0.014270371797207462,0.003297503614021133,-0.0016402409888750934,-0.007037867237961997,-0.0017490718040187535,-0.00761988486544133,8e-05
2020-12-28,0.003229519215249553,-0.005110855150334632,0.015999281284839406,0.001544532399278155,-0.0003775673035980552,-0.009864690880751719,8e-05
2020-12-29,0.016185713051389137,-0.004128933453998055,0.014357177526933707,0.010335371571023457,0.0005846089533591194,-0.013488566136089376,8e-05
2020-12-30,-0.01878979881473473,0.004790912150040747,-0.003992250122063465,0.003240450351601691,0.0002713001173228113,-0.0020645032188684625,8e-05
2020-12-31,0.0027156063023876507,0.010006264571469085,-0.0011575394041002576,0.006833910323502887,-0.005665319984870368,0.004543249649998643,8e-05
2021-01-01,0.0036185935309810823,0.0002701726138884932,-0.0004655280904755333,-0.001559083790088394,-0.0012414450664792942,0.008029259983492364,8e-05
2021-01-04,0.009881874461327725,0.0025706641007917103,-0.0038649352854366044,0.005349301675965974,-0.009084680011634491,0.0029496443292044835,8e-05
2021-01-05,-0.014343408530536983,0.013717719557081903,0.0019552248562531406,0.0020548748675156816,0.008079373850793502,-0.007022628113829015,8e-05
2021-01-06,-0.015345479357011315,0.002026025435908546,-0.006624538619988312,-0.006556375107810624,-0.001921756437388006,0.004359180816076838,8e-05
2021-01-07,0.006763298787402772,0.020913464913443158,-0.009975538014437735,0.002329647033592121,-0.003033316714262147,0.0016671426433593577,8e-05
2021-01-08,0.004063816078798233,0.004624077165052354,0.0058044010151024165,-0.006841876644082173,0.009433641970664498,0.010596617847296177,8e-05
2021-01-11,0.0035059142041505187,-0.013986102073246543,0.005865766257996297,-0.004330161924193544,-0.007553479201295375,0.008846303732246681,8e-05
2021-01-12,0.004657378513963709,0.0061267329688362605,-0.007038841836939931,0.001425298151046619,-0.006853522684191815,0.0006352405531269176,8e-05
2021-01-13,-0.007660296658941889,0.003149267079062222,0.008258198876863396,0.002180709913660868,-0.006677321949211391,-0.009569783067773825,8e-05
2021-01-14,0.0032870443659320427,0.010418022032661964,-0.005484199562487983,-0.008224627255539905,-0.0005072282901968914,-0.006882451714152889,8e-05
2021-01-15,0.004016869679584175,0.005485450810159667,0.0024784871423418307,0.007477900398280134,0.0024897897778255844,-0.0057476829560183665,8e-05
2021-01-18,-0.008072217016316413,-0.0010076478718701906,0.0075830961135121035,0.004104043948103311,0.004338052808707002,-0.003167929673078813,8e-05
2021-01-19,0.022889294133737078,-0.009694385890314927,-0.00010251308233341706,-0.004833099049276187,0.015331971904969814,0.0032485547034872856,8e-05
2021-01-20,0.00618599505094145,-0.0015721860582882021,0.004292668209270209,-0.010663093575144228,-0.013596594725204582,0.008166918291408642,8e-05
2021-01-21,-0.013795641966431783,-0.006704163633674401,-0.004447866794988146,-0.0009143320535700192,0.0035524135347465018,-0.00026230562316915425,8e-05
2021-01-22,0.008378643303605958,-0.004544187598437782,-0.0015681992508528742,-0.003021605997028121,-0.003442783435433387,0.00047737266690519675,8e-05
2021-01-25,-0.011196180042727858,0.004808627235364877,-0.0016527348779230631,0.0008919831993711597,-0.0036184908933326407,0.0018763693550000408,8e-05
2021-01-26,0.009945015244909426,0.01345923603481125,-0.00651920511886215,-0.0024418166280889657,-0.0038186327695232656,-0.0053749584444557396,8e-05
2021-01-27,0.014403146948088849,0.0032573722385838486,-0.0013909674680420386,-0.01395219802521507,-0.00555261802484784,-0.009879314834072516,8e-05
2021-01-28,-0.009348187820220526,-0.009467064496281475,-0.013737564689773718,-0.002618428568108109,0.010007149007620711,-0.019009816870417806,8e-05
2021-01-29,0.012060513550931863,0.0036568213457611257,-0.004220383724278942,-0.002039333777478191,0.004953783962083416,-0.007346642938845596,8e-05
2021-02-01,0.005453371123237979,0.009673051893165209,-0.002363879440327037,0.004535627173418411,3.917587134424893e-05,0.0055045999859456565,8e-05
2021-02-02,0.010364721919933881,-0.004778263234555057,-0.0021056177724584207,-0.004787397722277348,0.008006094514922003,-0.0074320258184352415,8e-05
2021-02-03,0.02326151579184737,-0.0009721373333833414,-0.001973477012837009,0.011850722713607962,-0.009175173791793253,-0.0023158774116853365,8e-05
2021-02-04,-0.002444657392034446,0.00021750555783357675,-0.00035587779874116034,-0.013281483854562301,-0.008084230787985557,0.005430744161535486,8e-05
2021-02-05,-0.008544833972289875,-0.00617918650465792,0.004514973662774574,0.009278172484618371,-0.013167806393168125,0.006027584460649355,8e-05
2021-02-08,-0.01017417315550628,0.005286243470750873,0.008070653667192703,-0.0014702327961467335,-0.004296487240739726,-0.011574861373826429,8e-05
2021-02-09,-0.009289723419585259,-0.0008675851888622525,-0.005647887041634404,0.006117094106404894,0.0008701911602285174,0.011267652920990055,8e-05
2021-02-10,-0.00042522051296925044,0.003456259551256222,-0.010628807698502298,0.0006586103884111317,0.0005171514675940044,0.012700850982910338,8e-05
2021-02-11,0.004593823697799726,-0.006999937422416801,-0.009178399710187926,0.008076888752178284,0.0007960514663592827,-0.012128348429404157,8e-05
2021-02-12,0.003820289591960229,-0.003399666402587284,-0.004184826290754344,-0.002611533751869679,-0.008566340986396491,-0.008762205566052695,8e-05
2021-02-15,0.010426198988432287,0.005879050862622171,-0.0029672918603485814,-0.007590342976244686,0.004718928455684132,0.013401997514608107,8e-05
2021-02-16,0.0006560227025348842,-0.0028826652167341362,-0.006729964595777116,0.010043530010897441,0.0013377651094339876,-0.0013153887338083097,8e-05
2021-02-17,0.017942408925887804,0.01391571080986724,-0.01146504997824905,-0.0006943645211749883,0.004298325688795991,-0.024117557421970356,8e-05
2021-02-18,-0.002675881998855473,-0.003097089484916819,-0.0039050874472676936,0.0016509093153694743,-0.01145657306554031,-0.015096496552059548,8e-05
2021-02-19,0.03314202999907543,0.0018974778060150874,0.0018328395810257422,0.008743263398313566,0.0017689451527867393,-0.0024430658768972934,8e-05
2021-02-22,0.008008008173180075,0.0075607266549847195,0.005555265192520082,-0.0071236866946610446,-0.0072265914395051615,-0.01249346915313062,8e-05
2021-02-23,-0.00978589067699539,-0.011246925863464255,-0.004816807477974891,0.004268436283474801,-0.0024839395153081712,-0.004247661477000855,8e-05
2021-02-24,-0.012350709976733348,-0.013986470495846209,-0.003516980399290906,-0.004029263295240236,0.0031061893918183005,0.000656358350519366,8e-05
2021-02-25,0.006289668982918224,-0.01210525051656076,-0.008140284779625796,-0.0008251854895106029,0.00044656163753547905,0.016384800644382018,8e-05
2021-02-26,-0.002181553423910211,0.010200672827417457,-8.295253337298775e-05,0.0006059527576900223,-0.005209239878675913,-0.002894993078505679,8e-05
2021-03-01,0.009068005929105104,-0.004314865167139574,-0.0074358577077173315,-0.010401553030128553,-6.23610628934903e-05,0.012097959795300347,8e-05
2021-03-02,0.0061788514948825386,0.020565594285346017,0.0053581503191708,-0.005351859299743043,-0.009289211891461858,0.016016361782404474,8e-05
2021-03-03,-0.00037394695188247334,-0.004413980789259109,-0.015872798427407,0.009557510246891974,0.006801604375389777,0.01607740636287284,8e-05
2021-03-04,-0.00966152461682086,0.0015764104255762959,-0.0030366670520721615,0.00630333832009357,-0.0013317041169775075,0.0034323005272412503,8e-05
2021-03-05,-0.017678166696230374,0.012436879620543006,0.002909966052725679,-0.0003384770412906441,0.006611299665531955,-0.021296180626228713,8e-05
2021-03-08,-0.004858179424804253,0.01614874310527298,0.001854510646902539,0.0018018642095902516,-0.003259190122576258,0.005369073519442518,8e-05
2021-03-09,0.010776785531881668,0.016592028613091184,0.024437302975824467,-0.001959697539455204,-0.0032414559304394974,0.01183239876594895,8e-05
2021-03-10,0.0030691249295624477,0.009766929844745139,0.0033482002211111675,0.009596083700795874,-0.004685120719827079,-0.0005917381597895885,8e-05
2021-03-11,-0.014448865344543855,0.008292500206491698,-0.008836491371578091,-0.0013024680445591472,0.005157043590158452,0.019490422570827733,8e-05
2021-03-12,0.002578171110214184,0.0048402155936094655,-0.0006591782238016572,0.0017228946449439364,-0.0043565869439708554,0.009758169176142034,8e-05
2021-03-15,0.005123808556746042,0.006326888609333102,-0.015786217001198068,0.008122211008994455,0.003767572594491059,0.006551007148680626,8e-05
2021-03-16,-0.010106289234413595,-0.004309485730628267,-0.0005253977436708478,-0.005341600393921346,-0.002394714386015741,0.012250187823264216,8e-05
